latitude,longitude,geometry,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
37.76175972,-122.4351501,Point,4/27/04 12:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,MISSION,NONE,400 Block of CASTRO ST,-122.4351501,37.76175972
37.78053454,-122.408163,Point,2/3/15 12:30,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,SOUTHERN,"ARREST, BOOKED",6TH ST / MINNA ST,-122.408163,37.78053454
37.79356537,-122.4255195,Point,1/11/10 18:15,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,NORTHERN,NONE,1800 Block of JACKSON ST,-122.4255195,37.79356537
37.78148325,-122.4206914,Point,9/7/12 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,600 Block of VANNESS AV,-122.4206914,37.78148325
37.80027029,-122.4336222,Point,8/14/10 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,1900 Block of LOMBARD ST,-122.4336222,37.80027029
37.75869682,-122.4179645,Point,11/3/07 11:15,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",20TH ST / CAPP ST,-122.4179645,37.75869682
37.79417118,-122.4039048,Point,6/26/08 21:00,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,600 Block of COMMERCIAL ST,-122.4039048,37.79417118
37.77650191,-122.414953,Point,2/13/11 19:10,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,SOUTHERN,"ARREST, BOOKED",0 Block of 9TH ST,-122.414953,37.77650191
37.72983853,-122.4002762,Point,10/15/08 9:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",PHELPS ST / BANCROFT AV,-122.4002762,37.72983853
37.72939624,-122.4271294,Point,9/7/13 8:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE,100 Block of MAYNARD ST,-122.4271294,37.72939624
37.72699053,-122.4748992,Point,10/31/06 13:56,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,19TH AV / WINSTON DR,-122.4748992,37.72699053
37.7572543,-122.4161781,Point,3/18/04 20:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,MISSION,"ARREST, BOOKED",3000 Block of 21ST ST,-122.4161781,37.7572543
37.77745666,-122.4131609,Point,4/1/03 12:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,MISSION ST / 8TH ST,-122.4131609,37.77745666
37.74995214,-122.4160986,Point,7/26/05 21:15,ASSAULT,THREATS AGAINST LIFE,Tuesday,MISSION,UNFOUNDED,1400 Block of SOUTH VAN NESS AV,-122.4160986,37.74995214
37.71703604,-122.3858044,Point,4/13/04 23:53,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,BAYVIEW,NONE,800 Block of GILMAN AV,-122.3858044,37.71703604
37.78725609,-122.4040947,Point,4/6/11 11:00,ASSAULT,THREATENING PHONE CALL(S),Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4040947,37.78725609
37.78000644,-122.4119356,Point,11/11/14 18:38,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,SOUTHERN,NONE,7TH ST / STEVENSON ST,-122.4119356,37.78000644
37.78370693,-122.4085951,Point,1/22/04 19:35,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.4085951,37.78370693
37.77644744,-122.4812462,Point,4/1/13 22:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,22ND AV / BALBOA ST,-122.4812462,37.77644744
37.8006947,-122.4367758,Point,3/21/15 19:00,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Saturday,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.4367758,37.8006947
37.78435369,-122.4483179,Point,8/8/05 8:15,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,RICHMOND,"ARREST, BOOKED",0 Block of LUPINE AV,-122.4483179,37.78435369
37.79385378,-122.4112997,Point,2/28/10 22:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,1100 Block of MASON ST,-122.4112997,37.79385378
37.78440118,-122.4075459,Point,8/6/09 12:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / POWELL ST,-122.4075459,37.78440118
37.78683439,-122.4127773,Point,10/29/08 22:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,CENTRAL,NONE,500 Block of GEARY ST,-122.4127773,37.78683439
37.74372682,-122.4811832,Point,3/7/13 13:20,NON-CRIMINAL,AIDED CASE,Thursday,TARAVAL,NONE,2300 Block of 24TH AV,-122.4811832,37.74372682
37.73593648,-122.3918798,Point,9/1/09 3:37,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Tuesday,BAYVIEW,NONE,1300 Block of NEWHALL ST,-122.3918798,37.73593648
37.78090397,-122.4119795,Point,7/7/04 15:43,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",JONES ST / MCALLISTER ST,-122.4119795,37.78090397
37.76505012,-122.4196718,Point,6/9/03 16:05,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012
37.76363377,-122.4162304,Point,7/7/04 21:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,MISSION,"ARREST, BOOKED",SHOTWELL ST / 17TH ST,-122.4162304,37.76363377
37.76869698,-122.4535129,Point,1/25/13 16:46,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Friday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.4535129,37.76869698
37.77276433,-122.4799056,Point,12/2/05 8:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,RICHMOND,"ARREST, BOOKED",FULTON ST / 21ST AV,-122.4799056,37.77276433
37.78249489,-122.4106899,Point,7/10/06 13:36,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,TENDERLOIN,NONE,0 Block of TAYLOR ST,-122.4106899,37.78249489
37.7405969,-122.4112308,Point,8/14/05 7:19,OTHER OFFENSES,RESISTING ARREST,Sunday,INGLESIDE,"ARREST, BOOKED",100 Block of NEVADA ST,-122.4112308,37.7405969
37.79899925,-122.4426497,Point,8/21/09 22:20,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,NORTHERN,"ARREST, CITED",LOMBARD ST / DIVISADERO ST,-122.4426497,37.79899925
37.77542071,-122.4034048,Point,2/3/14 16:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.78506294,-122.406521,Point,1/15/06 11:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294
37.7787272,-122.4068568,Point,6/5/10 0:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,0 Block of HARRIET ST,-122.4068568,37.7787272
37.78223059,-122.4102935,Point,1/28/06 23:30,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Saturday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059
37.78507362,-122.4111419,Point,4/17/15 13:45,LARCENY/THEFT,ATTEMPTED GRAND THEFT FROM PERSON,Friday,TENDERLOIN,NONE,ELLIS ST / TAYLOR ST,-122.4111419,37.78507362
37.78054702,-122.4204873,Point,4/5/09 20:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN,"ARREST, BOOKED",500 Block of VANNESS AV,-122.4204873,37.78054702
37.73164887,-122.4845375,Point,1/26/05 11:30,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,TARAVAL,NONE,100 Block of MEADOWBROOK DR,-122.4845375,37.73164887
37.75280245,-122.4666005,Point,9/7/06 8:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,ORTEGA ST / 11TH AV,-122.4666005,37.75280245
37.74270308,-122.3879274,Point,2/20/15 23:15,ASSAULT,THREATS AGAINST LIFE,Friday,BAYVIEW,"ARREST, BOOKED",3RD ST / EVANS AV,-122.3879274,37.74270308
37.72597074,-122.4337437,Point,8/18/14 5:35,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,"ARREST, BOOKED",4500 Block of MISSION ST,-122.4337437,37.72597074
37.77392745,-122.4129331,Point,3/8/12 18:39,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of DORE ST,-122.4129331,37.77392745
37.76050007,-122.4148451,Point,6/11/13 5:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Tuesday,MISSION,"ARREST, BOOKED",FOLSOM ST / 19TH ST,-122.4148451,37.76050007
37.78328787,-122.4089536,Point,2/6/08 9:10,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",MARKET ST / TURK ST,-122.4089536,37.78328787
37.78688491,-122.4082017,Point,1/11/15 15:15,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.4082017,37.78688491
37.77192289,-122.4465189,Point,4/6/13 4:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,PARK,NONE,1600 Block of OAK ST,-122.4465189,37.77192289
37.78228126,-122.4275119,Point,9/10/06 12:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,NORTHERN,NONE,1200 Block of LAGUNA ST,-122.4275119,37.78228126
37.74305069,-122.4052425,Point,4/1/09 11:50,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, CITED",BAY SHORE BL / OAKDALE AV,-122.4052425,37.74305069
37.78383444,-122.4129305,Point,12/29/13 22:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of EDDY ST,-122.4129305,37.78383444
37.77764737,-122.4324234,Point,2/22/04 14:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,900 Block of FULTON ST,-122.4324234,37.77764737
37.76338735,-122.4330935,Point,4/29/15 13:44,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,MISSION,"ARREST, BOOKED",300 Block of NOE ST,-122.4330935,37.76338735
37.77157858,-122.4112792,Point,4/23/10 23:20,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.4112792,37.77157858
37.75993828,-122.4371821,Point,5/1/13 22:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,MISSION,NONE,100 Block of DIAMOND ST,-122.4371821,37.75993828
37.75715804,-122.4066049,Point,10/1/12 11:50,MISSING PERSON,MISSING ADULT,Monday,MISSION,LOCATED,900 Block of POTRERO AV,-122.4066049,37.75715804
37.78369095,-122.4031614,Point,12/2/05 13:36,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4031614,37.78369095
37.79461182,-122.4039949,Point,1/22/07 10:30,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,CENTRAL,NONE,600 Block of CLAY ST,-122.4039949,37.79461182
37.74815547,-122.4586802,Point,10/1/04 10:45,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,PARK,"ARREST, CITED",300 Block of LAGUNAHONDA BL,-122.4586802,37.74815547
37.74305055,-122.4756443,Point,4/17/15 1:50,ASSAULT,BATTERY,Friday,TARAVAL,"ARREST, BOOKED",TARAVAL ST / 19TH AV,-122.4756443,37.74305055
37.78959528,-122.4170443,Point,6/25/12 0:01,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
37.78160457,-122.4121926,Point,11/4/06 16:03,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.4121926,37.78160457
37.77743878,-122.4256351,Point,8/12/10 14:00,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,500 Block of GROVE ST,-122.4256351,37.77743878
37.76348501,-122.434229,Point,11/1/03 0:08,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Saturday,MISSION,NONE,2300 Block of MARKET ST,-122.434229,37.76348501
37.75889559,-122.4146931,Point,5/14/03 7:30,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,20TH ST / FOLSOM ST,-122.4146931,37.75889559
37.75381026,-122.4644559,Point,11/11/08 14:50,ASSAULT,ATTEMPTED HOMICIDE WITH A DANGEROUS WEAPON,Tuesday,TARAVAL,"ARREST, BOOKED",1800 Block of 8TH AV,-122.4644559,37.75381026
37.72202452,-122.5016724,Point,12/12/14 14:15,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,TARAVAL,NONE,500 Block of SKYLINEBLVD HY,-122.5016724,37.72202452
37.78418935,-122.4076335,Point,4/15/13 13:05,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
37.76537752,-122.386775,Point,5/16/09 20:10,ASSAULT,BATTERY,Saturday,BAYVIEW,"ARREST, BOOKED",800 Block of CHINABASIN ST,-122.386775,37.76537752
37.78097805,-122.4096788,Point,7/10/04 15:37,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,SOUTHERN,"ARREST, BOOKED",500 Block of JESSIE ST,-122.4096788,37.78097805
37.75474851,-122.4165576,Point,8/6/03 3:00,SECONDARY CODES,GANG ACTIVITY,Wednesday,MISSION,NONE,1100 Block of SOUTH VAN NESS AV,-122.4165576,37.75474851
37.7309031,-122.3801501,Point,2/10/11 23:07,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Thursday,BAYVIEW,"ARREST, BOOKED",BEATRICE LN / ESPANOLA ST,-122.3801501,37.7309031
37.72741424,-122.429432,Point,2/22/08 10:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Friday,INGLESIDE,"ARREST, BOOKED",0 Block of LISBON ST,-122.429432,37.72741424
37.80189009,-122.4423803,Point,4/19/03 23:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,2100 Block of BAY ST,-122.4423803,37.80189009
37.78489667,-122.4296293,Point,6/17/05 19:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,NORTHERN,NONE,1600 Block of GEARY BL,-122.4296293,37.78489667
37.77542071,-122.4034048,Point,12/14/03 20:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.71748713,-122.4614676,Point,1/23/08 20:30,RECOVERED VEHICLE,"VEHICLE, RECOVERED, AUTO",Wednesday,TARAVAL,NONE,200 Block of THRIFT ST,-122.4614676,37.71748713
37.77545282,-122.4380172,Point,12/16/06 15:06,OTHER OFFENSES,RESISTING ARREST,Saturday,PARK,"ARREST, BOOKED",600 Block of DIVISADERO ST,-122.4380172,37.77545282
37.73181989,-122.4054121,Point,11/30/05 13:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Wednesday,BAYVIEW,NONE,2400 Block of SAN BRUNO AV,-122.4054121,37.73181989
37.74982099,-122.4182791,Point,5/24/04 18:37,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,MISSION,"ARREST, BOOKED",2900 Block of MISSION ST,-122.4182791,37.74982099
37.77551311,-122.4063001,Point,10/31/09 22:30,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,SOUTHERN,"ARREST, BOOKED",HARRISON ST / 7TH ST,-122.4063001,37.77551311
37.8002577,-122.4327644,Point,11/23/04 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,UNFOUNDED,LOMBARD ST / BUCHANAN ST,-122.4327644,37.8002577
37.77537966,-122.4201887,Point,12/13/05 7:00,ASSAULT,BATTERY,Tuesday,NORTHERN,NONE,0 Block of OAK ST,-122.4201887,37.77537966
37.762099,-122.4150005,Point,4/3/08 12:35,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,MISSION,"ARREST, CITED",18TH ST / FOLSOM ST,-122.4150005,37.762099
37.78272397,-122.3961679,Point,4/2/13 14:30,NON-CRIMINAL,CASE CLOSURE,Tuesday,SOUTHERN,EXCEPTIONAL CLEARANCE,0 Block of PERRY ST,-122.3961679,37.78272397
37.79777301,-122.4229971,Point,4/13/15 23:07,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED",1400 Block of GREEN ST,-122.4229971,37.79777301
37.80222866,-122.425581,Point,5/21/05 1:40,NON-CRIMINAL,FIRE REPORT,Saturday,NORTHERN,NONE,1300 Block of CHESTNUT ST,-122.425581,37.80222866
37.78926393,-122.4013781,Point,3/19/08 16:45,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,UNFOUNDED,2ND ST / MARKET ST,-122.4013781,37.78926393
37.76442252,-122.4163748,Point,5/18/05 4:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,200 Block of SHOTWELL ST,-122.4163748,37.76442252
37.76342923,-122.4195157,Point,12/26/06 12:07,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Tuesday,MISSION,"ARREST, BOOKED",17TH ST / MISSION ST,-122.4195157,37.76342923
37.72148615,-122.4489011,Point,1/6/04 15:34,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE,200 Block of GENEVA AV,-122.4489011,37.72148615
37.74947839,-122.402868,Point,4/27/09 19:16,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, CITED",CESAR CHAVEZ ST / VERMONT ST,-122.402868,37.74947839
37.78545861,-122.4382078,Point,1/14/12 12:55,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,RICHMOND,"ARREST, CITED",SCOTT ST / SUTTER ST,-122.4382078,37.78545861
37.78113406,-122.4090112,Point,6/14/06 22:05,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,UNFOUNDED,0 Block of 6TH ST,-122.4090112,37.78113406
37.80554096,-122.4061461,Point,10/26/09 15:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,0 Block of FRANCISCO ST,-122.4061461,37.80554096
37.77542071,-122.4034048,Point,10/6/05 2:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.78387039,-122.4201913,Point,8/24/06 19:28,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN,"ARREST, BOOKED",800 Block of ELLIS ST,-122.4201913,37.78387039
37.77210697,-122.4304365,Point,8/23/03 23:30,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,NORTHERN,NONE,HAIGHT ST / FILLMORE ST,-122.4304365,37.77210697
37.73879312,-122.4506259,Point,8/26/06 11:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,INGLESIDE,NONE,500 Block of MYRA WY,-122.4506259,37.73879312
37.78447666,-122.4154142,Point,12/11/07 20:45,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,TENDERLOIN,NONE,500 Block of ELLIS ST,-122.4154142,37.78447666
37.74664033,-122.4303188,Point,7/25/11 9:00,OTHER OFFENSES,FALSE PERSONATION,Monday,INGLESIDE,NONE,400 Block of 27TH ST,-122.4303188,37.74664033
37.7710905,-122.4463554,Point,6/22/04 16:00,MISSING PERSON,MISSING ADULT,Tuesday,PARK,LOCATED,1500 Block of PAGE ST,-122.4463554,37.7710905
37.71100233,-122.4205298,Point,4/8/12 20:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,200 Block of BLYTHDALE AV,-122.4205298,37.71100233
37.75396712,-122.4164135,Point,7/6/04 17:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,SOUTH VAN NESS AV / 23RD ST,-122.4164135,37.75396712
37.77648093,-122.5006552,Point,3/20/07 9:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,RICHMOND,NONE,600 Block of 40TH AV,-122.5006552,37.77648093
37.79647993,-122.4252546,Point,6/25/04 19:30,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,NORTHERN,NONE,VALLEJO ST / FRANKLIN ST,-122.4252546,37.79647993
37.71698,-122.4342144,Point,1/31/10 17:44,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,INGLESIDE,"ARREST, BOOKED",700 Block of NAPLES ST,-122.4342144,37.71698
37.77834166,-122.4597222,Point,12/14/05 17:15,LIQUOR LAWS,SALE OF ALCOHOL TO MINOR,Wednesday,RICHMOND,"ARREST, CITED",500 Block of 2ND AV,-122.4597222,37.77834166
37.80478965,-122.42018,Point,9/17/04 21:19,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,CENTRAL,"ARREST, BOOKED",HYDE ST / BAY ST,-122.42018,37.80478965
37.76291678,-122.4121739,Point,2/25/06 22:20,PROSTITUTION,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,Saturday,MISSION,"ARREST, BOOKED",ALABAMA ST / MARIPOSA ST,-122.4121739,37.76291678
37.75540264,-122.4466714,Point,1/30/10 19:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,PARK,NONE,400 Block of TWINPEAKS BL,-122.4466714,37.75540264
37.78438515,-122.4244245,Point,9/21/08 16:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,1200 Block of GOUGH ST,-122.4244245,37.78438515
37.79721499,-122.4008423,Point,1/12/10 18:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,NONE,600 Block of BATTERY ST,-122.4008423,37.79721499
37.76400509,-122.4657842,Point,3/8/11 1:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE,700 Block of IRVING ST,-122.4657842,37.76400509
37.72204865,-122.4368679,Point,11/12/08 16:14,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,INGLESIDE,JUVENILE BOOKED,4700 Block of MISSION ST,-122.4368679,37.72204865
37.7878093,-122.4065682,Point,12/2/05 15:10,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,CENTRAL,"ARREST, BOOKED",200 Block of STOCKTON ST,-122.4065682,37.7878093
37.78639093,-122.4841799,Point,6/13/07 12:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Wednesday,RICHMOND,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of 24TH AV,-122.4841799,37.78639093
37.78673422,-122.4058954,Point,1/30/05 17:10,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.4058954,37.78673422
37.76739517,-122.4212022,Point,3/3/03 17:20,OTHER OFFENSES,PAROLE VIOLATION,Monday,MISSION,"ARREST, BOOKED",0 Block of JULIAN AV,-122.4212022,37.76739517
37.79740041,-122.4099812,Point,1/21/15 16:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,CENTRAL,NONE,700 Block of BROADWAY ST,-122.4099812,37.79740041
37.75363651,-122.4064634,Point,5/26/04 7:15,MISSING PERSON,MISSING JUVENILE,Wednesday,MISSION,LOCATED,1100 Block of POTRERO AV,-122.4064634,37.75363651
37.78328787,-122.4089536,Point,11/19/11 9:00,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Saturday,SOUTHERN,EXCEPTIONAL CLEARANCE,MARKET ST / MASON ST,-122.4089536,37.78328787
37.76169871,-122.4770121,Point,5/30/12 17:21,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TARAVAL,"ARREST, CITED",JUDAH ST / 19TH AV,-122.4770121,37.76169871
37.76108147,-122.4693953,Point,10/29/04 15:50,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TARAVAL,"ARREST, BOOKED",1400 Block of 12TH AV,-122.4693953,37.76108147
37.78506294,-122.406521,Point,7/25/07 22:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294
37.76116648,-122.4294799,Point,2/20/03 6:30,BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",Thursday,MISSION,NONE,3800 Block of 18TH ST,-122.4294799,37.76116648
37.80081266,-122.4362753,Point,1/26/05 2:19,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED",CHESTNUT ST / FILLMORE ST,-122.4362753,37.80081266
37.75203449,-122.4435432,Point,3/3/09 19:09,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,PARK,"ARREST, BOOKED",900 Block of CORBETT AV,-122.4435432,37.75203449
37.79506077,-122.3939837,Point,5/13/09 12:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE,MARKET ST / THE EMBARCADERONORTH ST,-122.3939837,37.79506077
37.77883232,-122.4156425,Point,1/16/11 9:28,LOITERING,OBSTRUCTING PUBLIC THOROUGHFARE,Sunday,TENDERLOIN,"ARREST, CITED",0 Block of GROVE ST,-122.4156425,37.77883232
37.79406256,-122.4083228,Point,1/10/09 18:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,900 Block of CLAY ST,-122.4083228,37.79406256
37.74828543,-122.417067,Point,10/30/09 9:55,ASSAULT,BATTERY,Friday,MISSION,NONE,3300 Block of CESAR CHAVEZ ST,-122.417067,37.74828543
37.77542071,-122.4034048,Point,5/31/07 19:10,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.73233125,-122.3783923,Point,7/28/06 11:30,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Friday,BAYVIEW,NONE,100 Block of HARBOR RD,-122.3783923,37.73233125
37.80821201,-122.4158057,Point,2/6/04 13:20,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED",TAYLOR ST / JEFFERSON ST,-122.4158057,37.80821201
